data;tone
нужно вводить код а не номер заказка;2
пункт выдачи найти было трудно  так как вывески не было   товар проверить не было возможности  около поста мата отсутствовал столик  сам постамат находится при входе в салон красоты  ;2
пункт выдачи организован весьма странно - найти просто  работает до 21 00  но сам постамат установлен в каком-то тёмном коридорчике  если в доставке мелкий пакет или коробочка  то забрать посылку труда не составит  а вот объёмные и тяжёлые посылки забирать оооочень не удобно - одной рукой её не вынешь из ячейки  свою сумку поставить некуда - нет никакого столика или тумбочки  уложить коробки в пакет тоже не где (если только на полу) ;2
одна из коробок пришла вся помятая  но в целом повезло что все внутри целое ;2
очень сложно найти постамат  постамат в подвале  сложно спускаться по скользкой лестнице ;2
"внутри торговой зоны  тяжело найти  постоматы лучше бы ставить на входе  чтобы не идти через ""чужую территорию"" с соблюдением доп  правил ";2
порезана упаковка;2
пришлось ждать несколько дней  тк пункт выдачи(постомат) не работал  и пришлось ехать 2 раз  чтобы набрать заказ ;2
предмет помялся  коробка была не по размеру  в принципе не критично;2
конечно с этими боксами для хранения и передачи посылок просто гениальное решение  очень удобно  особенно в моем случае  где это находится на территории дикси  который открыт 24 часа в сутки ;2
по первым впечатлениям  все в отличном состоянии  еще не проверял;2
был сбой в работе постомата  пришлось обращаться в поддержку и приезжать за заказом второй раз ;2
в принципе постамат это очень удобно ;2
дату доставки несколько раз переносили  в постамате плохо открывается дверца  шампунь немного вылился;2
привезли на 1 день раньше  ;2
тяжело найти пункт выдачи  желательно  указать  что постамат находится прямо в павильоне здания сытного рынка ;2
находится на втором этаже в зоомагазине ;2
"ни одной вывески  баннера или хотя бы надписи на листочке а4  могли бы хотя бы указать рядом с каким магазином искать  подсказываю  в магазине автозапчастей ""драйв-авто""";2
позже доставили( ;2
постамат было найти непросто  никаких указателей и пояснений нет  пришлось два раза войти в магазин чтобы отыскать;2
чтобы найти в этом доме по адресу доставки  я обошёл весь дом  а он большой  заходил по магазинам чтобы спросить где стоит автомат    а  видимо я уже не первый такой по ответам продавцов  вывеску хоть какую нибудь повесить надо ;2
в сообщении не было указано точное местоположение постамата  по указанному адресу не менее трёх постаматов  потерял много времени на поиски  ;2
постамат очень тугой  ввела код с большими усилиями  23 февраля в 15 часов дверь к постамату была закрыта  пришлось идти еще раз  нет опознавательных знаков что в этом здании постамат ;2
забирая заказ в постомате  невозможно проверить целостность содержимого  так как трудно открывать упаковку на весу без инструментов  но у меня в заказе не было стекла  проверила заказ дома  всё хорошо упаковано  цело и не протекло ;2
пункт выдачи нелегко найти  просто зная дом его не найти  нет никакой вывески снаружи  надо искать в прилаге  что он в ломбарде находится + работает только до 20;2
пункт выдачи заказов находится в аптеке у входа  есть стол;2
проходить через весь магазин неудобно 3 этаж тоже нехорошо;2
"пришёл  нашёл постомат  забрал  писал кипятком  в описании пути к постомату ошибка: после входа в ""универмаг"" надо повернуть налево  а не направо  в остальном всё точно ";2
заказ ехал неделю  на других площадках доставляют намного быстрее;2
доставка позже назначенного срока;2
пункт выдачи вообще никак не обозначен(((??;2
прикольный подарок;2
пластиковый кейс был сломан  сверла рассыпались по упаковке самого маленького сверла нет в комплекте ((  доставка разочаровала  ;2
все хорошо  но было сложновато найти пастомат  описание как пройти достаточно понятно  но внутри помещения пришлось поплутать;2
к сожалению  на самих  картах пункт выдачи (как и аптека при которой он находится) отмечен не совсем корректно – по центру здания  в реальности дверь смотрит прямо на ул  каховка ;2
постамат заставлен тележками и коробками магазина;2
"постомат найти нереально  если не спрашивать продавцов в том же павильоне  находится он под вывеской ""алкоделие""  что совсем далеко от ""сладостей"" хотя  кому как ";2
написано   что постамат на первом этаже  по факту на втором  потратил некоторое время   чтобы найти его ;2
товар упакован плохо в целофан  упаковка помята  хамство ;2
"чуток  сложно было найти пункт выдачи )  впервые получала посылочку из  автоматической  ""камеры хранения""  очень удобно ) ";2
повреждена коробка  в остальном товар вроде в норме ;2
было непросто найти постамат  на входе стоит постамат другой организации  что сбивает с толку;2
сделайте по скану qr получение  ;2
некачественная панель для набора заказа  очень трудно набрать цифры;2
коробка очень эффектная  надписи на каждой упаковке веселят ;2
в упаковке мятая коробка  сама упаковка не повреждена ;2
пришлось за день напомнить о заказе  два дня упаковывали;2
нету гарантийного талона  ;2
терминал расположен в помещении  которое : 1) трудно найти  2) работает с 9 до 21  в первую попытку не успела до 21  пришлось ехать на след  день  о таких ограничениях в работе сказанно не было  а ещё терминал в полуподвальном помещении  где не ловит интернет и вообще связь  пришлось выйти на улицу  чтобы загрузить код ;2
в пункте выдачи сильно разбит планшет  хорошо что по блютус открыть можно;2
заказ не пришёл нет заказа перепутали ;2
купила на подарок  пока не подарила ;2
товар пришел вовремя  но: 1  пункт выдачи (постомат) конкретно по этому адресу расположен очень не удобно  вечером туда сложно попасть 2  на коробке с товаром сделан надрез  к чему это сделано? при этом внешняя транспортировочная  упаковка целая  следовательно это сделал сам магазин отправитель  так делать не стоит  хотелось бы услышать пояснения по этому вопросу ;2
тц в котором находился постамат запрашивал qr code  хорошо что охранник пустил без него до постамата;2
ящик не открылся   но заказ весит как полученный ;2
еле нашёл почтомат;2
упаковка  мягко говоря отсутствует  + только  что не прозрачная  для тех кто ценит конфиденциальность- не вариант;2
камера заднего вида с самым маленьким разрешением  ничего не видно ;2
сложно найти пункт  никаких опознавательных знаков куда идти  подсказали прохожие ;2
упаковка шикарная  ;2
заказ пришёл в пункт назначения с опозданием почти  на 4 часа   ;2
очень долго-когда ждёшь целую неделю один пузырёк геля???+?;2
единственное  что огорчило  сама упаковка товара (коробочка с ампулами) была вскрыта: этикетка вскрыта по перфорации  коробочка треснута  будто кто-то уже открывал  но ампулы все на месте и целые ;2
неудобное расположение почтомата: в тамбуре  на проходном месте  постоянно есть риск получить удар дверью ;2
описание нахождения пункта выдачи не соответствовало действительности  а когда из приложения обращаешься в   карты  чтобы посмотреть там  показывает пункт выдачи в другом здании  а по нужному адресу на   картах нет пункта ;2
открытие постомата через приложение срабатывает на 2-3-й раз;2
немного повреждена упаковка  товар цел;2
набор заказа сделать очень проблемно  клавиатура работает очень плохо ;2
на коробке   которая внутри  видимо от самого продавца  есть дырка  похоже что коробка падала  товар пока не распаковывал так как это подарок;2
доставили на день позже  показывает черти что(( начиная с 99 и идет на уменьшение до 92 ;2
не удобно  постамат находится в парикмахерской где нет возможности развернуться  не проверить  либо ты  либо тебе мешают ;2
никаких указателей  где находится пункт выдачи заказов нет  по блютузу подключение не получилось  только по коду из смс   цифры на экране надо было нажимать с усилием  экран весь в пятнах  выбросить упаковку сразу нет возможности  тк мусорного бака рядом нет  с заказом всё отлично  товары надежно упакованы  ;2
"в целом всё хорошо  только вот в пункте выдачи сенсорный экран практически не работает нормально  ""0"" как и ряд других цифр  при наборе кода не регагирут  от слова ""вообще""  отремонтируйте пожалуйста  ";2
пункт выдачи (постомат) находится в соседнем здании  на карте был указан не верный дом (корпус) ;2
заказ не был выдан по причине поломки постомата  ;2
очень тяжело нажимаются цифры на сканере  исправьте  пожалуйста  ;2
моментальное получение ;2
обращался на сайте по  решению проблемы  спустя сутки написали что надо сделать чтобы получить -смешно то   что не поняли что может быть вариант когда ты со своим тф в другом городе   а то нужно в другом городе твоему близкому  почитайте комментсы  при проблеме ждал что позвонят чтобы решить по тф проблему по человеку возле почтомата  нет не случилось сие чуда  да   когда попытался написать на совет обратно не смог т к ыбло физически невозможно написать ответ  видимо настройки бота не позволяют писать в ответ  ранее смог писать спокойно   пока отвечал сотрудник видимо   посмотрите вашу быструю реакцию на первое письмо сколько прошло времени  человек уже уехал т к не смогли помочь  в течении 5-10 минут хоты бы  спасибо за лояльность к клиенту в виде ос (обратной связи);2
пункт выдачи никак не обозначен  пришлось обойти весь дом и зайти в три сторонние организации;2
коробка повреждена;2
пока искала постамат чуть не сошла с ума  тех поддержка работает на «отвали»;2
задержался заказ на день  не критично   качество чехла на 4  тонковат на первый взгляд  долго не продюжит  сшит аккуратно  но  сама ткань  можно и потолще было сделать ;2
постамат постоянно заставлен тележками магазина вкусвилл  ;2
пункт выдачи расположен не много не по адресу  но описание как найти есть ;2
нет указателя (постомата) я/ а;2
левый стик немного погнут  а в целом всё великолепно ;2
сроки свежие  всё на месте  30шт  дешевле вышло чем в магазине;2
заказ доставлен не вовремя  заранее не предупредили о задержке  предложили скидку 10? на следующий заказ;2
всё огонь;2
с трудом нашла пункт  так как вывески нет  нигде не было указано  что он находится в магазине «монетка»  подход к почтамату был заблокирован тележками магазина  пришлось отодвигать  чтобы подойти к экрану ;2
было сложно найти постамат  находится в глубине магазина без обозначений со стороны дороги;2
коробку еле вытащили из постомата  не знаем как её туда запихали? бала маленькая мисочка диаметр 14 см  а запаковали её в очень большую коробку   зачем  маска для кошки  а коробка для миксера?;2
нет места проверить заказ у постомата ;2
пожелание: по возможности указывать в заказе количество упаковок  когда открылось 8 секций в постамате  был немного в шоке:-) хорошо что рядом был хозяйственный отдел  где купил большие пакеты ;2
не правильно указали на карте пункт  пришлось бегать вокруг дома большого  в -20  спасибо  ;2
нет никакой информации на входе- не найти ;2
не первый раз доставка опаздывает  информация об этом приходит уже поздним вечером в день доставки  это просто отвратительно;2
в постамате заела дверца ячейки  она много раз щёлкала замком  на вид была неплотно закрыта  открылась после того как нажал и закрыл ее плотно ;2
пункт выдачи еле нашла  желательно  чтобы были вывиски с названием  а на дверях магазина  ;2
пункт выдачи расположен неудобно - в углу продуктового магазина  в кассовой зоне  рядом стоит стол для того  чтобы покупатели разложили покупки  и когда там кто-то есть  очень неудобно забирать заказ  за спиной постоянно выходят люди  ;2
вы бы этот постамат еще бы под землю закопали  обращения не особо помогли  в итоге мне сообщили  что заказ можно забрать на 1 этаже  исправьте у себя  на 1 этаже постамата нет  он находится на этаже 1а  в непроходном и труднодоступном закутке  искала его группа из нескольких человек  и вы  наверное  не представляете себе размеры этого бизнес-центра  иначе бы озаботились уже давно уточнением местонахождения  тем более  что отзывы неоднократные на эту проблему были  давно делаю покупки через интернет  но с таким сервисом не сталкивалась  тут и одной звезды жалко  за мои нервы и потерянное время ;2
если несколько упаковок  то хотелось бы получить пакет  дабы была возможность унести заказ без потерь );2
немного испорчена коробка;2
товар пришел в мятой коробке заклеенной скотчем  его доставали из упаковки и возвращали назад ;2
всё хорошо  если можно то делайте ручки помимо упаковки ??;2
доставка была долгой 4 дня  в 21 веке  смешно ;2
10 минут мучения на открытие постомата  ;2
все хорошо  только не сразу смогла найти постамат  ;2
все отлично   но арендаторы помещения где стоит пастомат загородили его своими прилавками   и если человек первый раз придёт за заказом  думаю не очень просто будет найти пастомат ;2
пока довольно  пользуюсь неделю ;2
доставлять неделю  среди которых 3 суток искать посылку - это успех  с китая быстрее довозят;2
упаковка немного помята  но сам товар в порядке;2
на этаже ничего не видно   пришлось идти с фонариком   на полу разбросаны доски ;2
товар пришёл с опозданием да в добавок не тот в службе поддержки  очень долго решали вопрос так и не решили ???ребенок расстроен отвратительно ;2
нет вывески и никто не знает где находится     пришлось обходить весь длинный дом и заходить во все магазины  сделайте вывеску ;2
ни где не указано точное расположение постомата в тц;2
пастомат не понятно   где находится  вывески нет  хоть какая нибудь  нету бегай  ищи в трех корпусах ( данный адрес состоит из 3-х зданий) и с неского спросить  чат поддержки не отвечает ;2
пункт выдачи оооочень сложно найти;2
пока все хорошо ;2
очень мало стало пунктов выдачи  неудобно  ;2
пока не проверял на работоспособность ;2
есть пункты рядом с домом выдачи при этом всегда недоступны для получения не понимаю почему;2
очень сложно найти постомат;2
желательно все же класть иногда пакет  например у меня 4 заказа и вроде маленькие вещи  а запакованы в большие коробки и в руках нести не удобно  нет рядом стола для проверки и распаковки;2
внутренняя упаковка вскрыта;2
пункт выдачи в предбаннике пивного магазина  ваняет пивом  ходят всякие элементы бухие странное место для постамата  получил айфон и тут же обокрали  ещё и пивом провонял  ;2
из-за мягкой упаковки была помята коробка лего  что немного испортило качество товара как подарка;2
не хватает вывески в какую дверь заходить  сложно найти в первый раз  нет никаких указателей на постамат;2
в целом  все понравилось (особенно доставка в назначенный срок - не проштрафились)  но есть одно очень значимое но: отслеживание заказа было очень проблемным  не было возможности узнать информацию о местонахождении посылки  если бы был встроен трекер (как на алиэкспресс - с пошаговым отслеживанием  а не просто «в пути»)  то было бы намного спокойнее и приятнее  а то так не понятно  едет к тебе посылка  или ещё лежит запакованная в отделении… также смутила довольно долгая по нынешним меркам доставка - 5 дней  большинство сервисов делают это за 1-3 дня ;2
пункт выдачи сложно найти в первы раз;2
в курске на улице интернациональная дом 49 находятся 2 почтомат ваш на 2 этаже  а другой у входа и я простоял 20 минут пытаясь ввести код в почтомат   хорошо подсказали что там их 2;2
очень сложно найти пунк выдачи  нет указателей и опозновательных знаков  ;2
товар соответствует  получение по электронному коду - удобно  пункт выдачи рядом ;2
немного сложно было найти почтомат;2
помятая коробка;2
банкомат трудно найти;2
заказ шел почти неделю  а так  товар хорошо упакован и целый  но ждали долго ;2
вскрытая упаковка  заклеена скотчем  вернула  ;2
корешок книги пришел очень помятый  как будто его на складе чем-то долго придавливали;2
почтамат ели нашли  кроме адреса никаких обозначений более нет и в магазине он установлен на проходе ;2
1  постамат трудно найти 2  время работы постамата обозначено с 09 до 20  но в 19 00 помещение в котором находится постамат уже был закрыт охранником торгового центра ;2
"во первых; заказ пришёл двумя частями и в разные дни  могли бы и в одной коробке прислать  ничего бы не случилось  это не продукты и бытовая в одном заказе во вторых заказ пришёл с задержкой на 1 день  а именно дисковая щётка  поэтому оценка 2 ";2
товар отличный  всё на пять  кроме поиска постамата  а  бегала вокруг минут 40   не могла найти  никто не знает  по навигатору еле нашла  опознавательные знаки сделайте  постамат находится в магазине фикспрайс  на втором этаже  а  было указано  в пятерочке   так это совсем другой адрес  постомат там тоже есть кстати  я уже хотела отказываться от товара  просто решила зайти проверить ещё и в фикспрайс  и вот оно чудо  а так всё отлично товар рекомендую    ;2
упаковка хорошо вмята была  но внутри вроде всё цело и пока работает ;2
добрый день  на мой взгляд вы используете неоправданное количество упаковки  канистры со средством для стирки были многократно перемотаны пленкой  не вижу в этом необходимости  а мусора в окружающей среде прибавляется??;2
плохо работает пункт выдачи;2
где чайник? в ячейки не было чайника  вы что сделали?;2
привезли поздно  был у друзей в гостях пришлось оставатся ещё на 1 день ;2
пункт выдачи вообще никак не обозначен  хорошо прохожие подсказали;2
доставкой доволен  пожелание: сократить время доставки в постомат  как у конкурентов  5 дней - это слишком долго ;2
возле ячеек   где хранится заказ  тесно  темно  нет возможности упаковать полученный заказ в свой пакет - приходится ставить на пол или выполнить акробатические трюки ;2
попала в пункт со второго раза;2
не могла сразу найти пункт выдачи заказов т к  он находиться в аптеке ;2
ненадёжная упаковка;2
2 раза обошёл здание  указанное в сообщении  пункт выдачи находится в другом корпусе ;2
очень удобно для небольших заказов  не надо ждать курьера;2
заказ привезли позже назначенного времени ;2
оказывается  по адресу кауля  20 два пункта выдачи   нужно хоть как-то указывать где именно получать ;2
трудно найти постамат ;2
у одной  рыбки крючок ржавый     а другой нет хвоста (;2
пункт выдачи нашёл не сразу  пришлось походить по соседним магазинам автозапчастей ;2
задержали заказ на день ;2
используя  карты постомат найти невозможно  программа прокладывает маршрут через соседнюю улицу  с которой нет входа в здание  потерял полчаса тыкаясь в тупики и стены   внесите исправление в программу - нельзя войти в здание сквозь стену ;2
пункт пытались закрыть в 18 50  хотя часы работы до 19 00 с трудом после разборок смог забрать товар ;2
не смог забрать заказ  повторно ячейка тоже не открылась???;2
пункт выдачи не легко найти );2
коробку засунули в неподходящую по размеру ячейку и достать не получалось  пришлось рвать и вынимать содержимое по частям ;2
доставка в срок  но в постамате заедают несколько ящиков  не открываются при вводе пинкода  из четырёх заказов без проблем открылись два  два приходилось искать согласно картинке ;2
поскользнулся на ступеньках на входе;2
хотелось бы бескотный ввод кода;2
пункт выдачи не работал с шесть вечера в субботу  пришлось идти на следующий день  ;2
из ячейки достал  а в коробочке одни осколки  сразу выкинул в мусор ;2
поставьте ёмкости для коробок   жалко выкидывать ;2
не качественно упакована жидкость  потекла  химия ;2
хотелось бы поближе пункт выдачи ;2
дважды переносили время доставки  если бы не звонила и не писала постоянно  вообще не знаю  получила ли игрушку   качество хорошее  но цвет меняет с трудом  ;2
было бы удобно  если бы вместе с адресом пункта выдачи писался небольшой комментарий  где его найти/ как он расположен  не всегда это интуитивно понятно  а иногда приходится обходить все магазины в доме  чтобы найти постамат  ;2
заказ в коробке был упакован бумагой но две из трёх коробок с конфетами верх ногами лежали;2
коробка помята и с дыркой;2
все нормально за исключением поиска постамата ( большая новодмитровская 23)  ни вывески  ни указателя  описание местонахождения оставляет желать лучше  никакого secret cafe там нет  найти с первого раза почти не реально  с учетом того  что с бутырской обходить далеко  написали бы лучше «у шаурмы» и то проще было б найти  в общем  если б не быстрая доставка ( на следующий день)  оценка была бы гораздо ниже ;2
плохо работает сенсорный экран на пункте выдачи );2
помялась коробка;2
на стандартный гриф для гантели не подходит  маленький внутренний диаметр ;2
планшет около пункта выдачи зависает  пришлось приходить два дня подряд  самый ужасный и глючный постомат из всех  что мне попадались  ;2
плохой тачскрин на постамате  с трудом удалось набрать код  так как кнопки реагируют на нажатие раза с пятого;2
пункт выдачи пришлось искать по всем магазинам  никак не обозначен снаружи;2
пункт выдачи было тяжело найти  несоответствие показанием на карте  ;2
не указано где конкретно найти пункт выдачи - обошел все двери в здании;2
пункт выдачи было сложно найти  ;2
необходима дополнительная вывеска для того что бы проще было найти постоматы   молодцы что начали использовать свои постоматы  в них гораздо легче получать заказ  теперь нужно доработать рекламой  вывеской  ну и хорошо было что бы выдавали рекламные пакеты это тоже плюс для удобства заказчику и дополнительная реклама для вас   вообщем развивайтесь для большего количества клиентов вам   ;2
упаковка силиконовой тарелки раз в 7 больше чем сама тарелка  стрейч пленки и скотча 15-20 слоёв  и издевательски написано «не использовать канцелярский нож»  ;2
порвано упаковка где порвано наклеку налепили;2
слишком большие коробки и не стоит упаковывать каждую отдельно это не экологично;2
заказ был с опозданием в 3 часа  ;2
очень долгая доставка: с москвы до электростали ;2
заказ пришёл во время  даже чуть раньше  обещали после 12-00   смс о доставке пришла в 11  запаковано хорошо  телефон в целости и сохранности   единственное долго искали  где стоит постамат   ;2
"а вот забрать заказ было непросто  цифры указанные в коде  на сей раз  вводились нормально  а вот клавиша ""получить заказ"" нажималась с трудом  после 5 нажатия я получила заказ  думала  вообще не смогу получить  расстроена  да ещё чашка  которая должна быть подарком  оказалась с производственным браком ";2
трудно найти постамат по адресу выборг  травяная улица  дом 6а  не хватает указателей  заказ пришёл на день позже  ;2
плохо упакован коробка вскрыта мятая порвана всё сыпется инструкцию не прочитать всё порвано ;2
хлипкая конструкция ;2
в пункте выдачи нужно было открывать дверцу постамата по блютусу  а не по цифровому коду  это долго и неудобно к тому де невозможно для тех  кто подошел с ращрядившимся смартфоном или аппаратом без блютуса ;2
если не знаешь куда идти  то пункт выдачи никогда не найдёшь  очень неудобное расположение ;2
коробка самого товара вскрытая и помятая ;2
заказ опоздал на день и потом в назначенный день постамат его не выдал  пришлось прийти на следующий день и тогда уже всё получилось)));2
неправильно указан адрес постаивать  он находится в доме 46  а не 46а;2
удобно получать через пвз;2
товар помят но не факт что вина доставки;2
расположение ужасное   находится в рюмочной   сегодня забирал заказ   во первых очень долго искал где стоит постомат   во вторых  на входе меня встретили еле держащиеся на ногах пьяные посетители данного заведения   больше сюда заказывать не буду  ;2
прекрасные формы  из трёх литров молока сырное зерно расскладываю в две  потом обе вместе  и под груз  поэтому рекомендую покупать две  ;2
не подключался по блютуз к пастомату пришлось по смс  когда уже решите эту проблему;2
отличные наушники  всё работает как нужно  версия global  в метро они теперь просто спасение ;2
товар трудно было найти  нет нигде указания где стоит потомат;2
товар без упаковки  имеется только коробка  в комплекте нет зарядного устройства  ;2
укажите точнее нахождение пункта выдачи  там здания и офисы друг на друге  и найти очень тяжело ;2
на карте абсолютно не понятно: где находится постамат  никаких подсказок на дверях  было бы хорошо хотя бы наклеечку какую-нибудь о том  что аппарат находится в офисе;2
пункт выдачи трудно найти;2
коробка по размеру чуть больше ячейки  всунуть -всунули  а вытащить очень сложно;2
получение через постаматы очень удобно ;2
сенсорный экран на постамате очень неудобный  нажатия срабатывают не сразу  через раз  а когда нажимаешь  нажимаются не те кнопки  а которые чуть выше (или чуть ниже  наоборот)  тратится чересчур много времени на получение заказа: пока разберёшься  как нажимать (я нажимал как раз чуть выше или чуть ниже букв  точно не помню)  а ещё не каждое нажатие успешное  проходит непростительно много времени  а альтернативы бесплатной поблизости нет  навроде пункта выдачи  как у озона  а  и товар избыточно упакован  на мой взгляд  можно было и не упаковывать вовсе  ничего бы с этим флаконом не случилось  а так целая куча упаковочного материала (коробка и бумага внутри) вникуда  в остальном всё супер;2
на двери стоит повесить наклейку  что тут находится постамат  с первого раза сложно найти  впервые товар не был упакован в коробку  а завернут просто в стретч пленку  на сколько надёжно покажет эксплуатация  ;2
пункт выдачи очень трудно найти  на карте он показывает другое место;2
проверил на месте все исправно а дальше посмотрим;2
жалко что рядом с ячейками нет контейнера для мусора ;2
пока пробую ;2
на   карте не точно указано место положения постомата  а так как всегда все хорошо ;2
доставка была позже чем заявлено;2
"постамат находится на этаже где указано  но ориентиры так себе  добавьте фото места самого постамата или исправьте ориентиры на ""в конце зала (за фикспрайсом) рядом ателье  ремонт обуви и туалеты"" - 2* за специалиста из чата поддержки   ответил дежурной фразой и назвал срок решения проблемы в 1-2 дня (браво)  +1* за специалиста телефонной линии поддержки  помогла разобраться  голос уверенный  успокоившись (благодаря специалисту) и обойдя цокольный этаж ещё раз  нашёл в его в закутке у туалета п с  место для постамата выбрано крайне неудачно  в этом же здании стоят постаматы конкурентов (озон - на 1 этаже перед ""пятерочкой"" - проходное место  постамат ""халвы"" (или кого то кто рекламирует ее) на цокольном этаже на входе в фикспрайс - тоже проходное место)  ";2
