data;problem
плохо упакован товар(;Упаковка
упаковка в состоянии  как-будто её пинали ;Упаковка
шоколад сломался  упакован в пакет ;Упаковка
упаковка повреждена  сабвуфер поцарапан  сломаны терминалы  но я их припаял;Упаковка
товар на фото в приложении и реальный отличаются внешне  упаковки абсолютно разные  похоже на подделку  ;Упаковка
упаковка была в сильно помятом состоянии  поэтому 4 звезды ;Упаковка
упаковано плохо  хорошо что железные банки  одна была помята ;Упаковка
коробки с чаем помяты  чудом упаковка не разорвалась;Упаковка
прокол упаковки с кофе ;Упаковка
у одной пачки кофе нарушена герметичность упаковки;Упаковка
слишком много упаковки  в которой не было необходимости  не экологично ;Упаковка
упаковка товара была повреждена  да так  что торчала мерная ложечка (хорошо  что не потерялась вовсе)  и у пункта выдачи ступеньки и нет пандуса  так что зайти туда с каляской не возможно  ;Упаковка
чипсы приехали открытыми  были раскиданы по всей упаковке  но не в самой пачке ;Упаковка
облита упаковка  растворилась краска на упаковке памперсов  все перепачкал;Упаковка
ненадёжная упаковка  просто пакет  часть спрея вытекла ;Упаковка
почти все кофейные зерна высыпались в упаковочную коробку я  ;Упаковка
упаковка каши повреждена и рассыпалась в пакет    а;Упаковка
очень плохо упакован;Упаковка
товар пришел в ненадлежащем виде  упаковка повреждена  нарушена герметичность бутылки  частично разлился раствор  крышка или была вскрыта или повреждена  след разлитого вещества отпечатался на коробке  бутылка была обернута в стрейч пленку отправителем  возможно уже предвиделось продавцом   что товар может быть испорчен  так оно и получилось  ;Упаковка
"видимо  чтобы упаковать в коробку поменьше стравили воздух из одной пачки чипсов а он там не просто так  а чтобы чипсы не крошились итог - полпачки в ""кашу"" ";Упаковка
вмятины упаковок сока  был надорван доставочный пакет;Упаковка
упаковка от зубной щётки вскрыта;Упаковка
это вообще что такое?  мне как такую коробку дарить?  во-первых она мятая  во-вторых она порванная  в-третьих она вскрыта  вы вообще абалдели чтоль так делать?  пакет не был порван/поврежден  соответственно такую коробку упаковали со склада  фото прикрепить не могу здесь к сожалению;Упаковка
упаковка была нарушена;Упаковка
товар упаковали очень плохо душе не упаковывали вообще   огорчён ;Упаковка
упаковка порвана;Упаковка
упаковка нарушена ;Упаковка
упаковка отвратительная вся мятая пришла ;Упаковка
наушники классные  но упаковка была сильно повреждена ;Упаковка
упаковка рваная (вскрывалась)  возможна подмена   ;Упаковка
две  из 9 заказанных пачек кофе  которые должны быть вакуумными  оказались поврежденными  нарушена целостность упаковки  что привело к разгерметизации упаковки ;Упаковка
принеся домой и вскрыв транспортный пакет   а  я уделалась  сама  и  улила  всё  вокруг  содержимым  посылки   в транспортной упаковке  было миллилитров  80-100  содержимого посылки  я не знаю как так получилось  но мне пришлось перелить остатки средства из обоих бутылок  в  другую  тару    ;Упаковка
оба устройства без оригинальных  упаковок  были завернуты в кусочек картона  пакет и перемотаны скотчем ;Упаковка
хоть бы в пупырку обернули перед тем как класть в пакет ;Упаковка
средство полностью растеклось по всему пакету  ужасная упаковка   пришлось просто выкинуть  деньги на ветер ( ;Упаковка
не четкая инструкция на русском  плохо пропечатана и мелко  упаковано в пленку и коробку  не пролилось  ;Упаковка
коробка не опломбирована имеет следы вскрытия  товар упакован плохо  все болтается как шарики в спортлото  ;Упаковка
по качеству товара претензий не имею  но транспортировка отвратительная  коробка была помятая  паста должна была пойти в бокс подарочный  но с такой упаковкой к сожалению никуда не годится  ;Упаковка
мультиварка пришла с внушительной вмятиной на корпусе  судя по тому  что упаковка сопоставимых повреждений не имеет  мультиварку упаковали уже поврежденную ;Упаковка
упаковки слишком много);Упаковка
масло  которое шло в комплекте  разлилось внутри коробки  весь прибор  инструкция и упаковка в масле ;Упаковка
4 пачки блинной муки были свалены в одну мягкую упаковку  естественно каждая  бумажная пачка помялась и порвалась(несильно) но часть муки просыпалась  можно было хоть в пищевую плёнку обернуть каждую  если проблематично класть товар в коробку  ;Упаковка
две упаковки с кофе не герметичные  имеют повреждения;Упаковка
к сожалению  упаковка была насквозь пробита  из-за чего содержимое частично просыпалось  ;Упаковка
упаковано плохо  плёнка вся порвалась при доставке  на ящике из за этого слезла краска;Упаковка
плохо упаковали  шампунь протёк ;Упаковка
упаковка была вскрыта  возможно часть листов отсутствует  ;Упаковка
банка с краской без упаковки  просто целлофаном обмотана  с двух сторон вмятины;Упаковка
написала в службу поддержки: упаковка была повреждена  чего не было никогда  всегда заказы были исполнены на высоте  кроме последнего;Упаковка
нарушена герметичность упаковки;Упаковка
один пакет с кофе был с поврежденной упаковкой;Упаковка
обе упаковки сильно помяты пипетки вроде бы целые но такое небережное отношение к товару огорчает ;Упаковка
товар упакован в чехол  а вот коробки не было  чехол не жесткий из за чего при перевозке всё может случиться;Упаковка
в эту доставку на удивление проблема с упаковкой   салат был упакован каждая банка в плёнку   а вот 2 металлические банки швепс  и помада просто  лежали  рядом  хотя банки могли и повредить футляр помады  ;Упаковка
 сама упаковка была смята  пакет был герметичен ;Упаковка
упаковка мятая и рваная  а это детское питание ;Упаковка
вскрытая упаковка разветвителя usb;Упаковка
 мыло протекло  упаковывать надо лучше  ;Упаковка
было 2 пакета кофе  один был разорван и все кофе из него высыпалось в упаковочный пакет ;Упаковка
упаковка мягкая  шампунь разлился  положили в один пакет и кофе и шампунь  ;Упаковка
обложки не упакованы  помяты и все в наклейках со штрих кодом  как их на тетради надевать  если наклейку снять- остаётся клейкое пятно  хочу вернуть  их использовать невозможно;Упаковка
отправляли товар лекарство для животных температурадля хранения до +25с  на улице +30+35с  упаковка только п/э мешок  нужно немного думать ;Упаковка
разорвана упаковка  товар частично смят;Упаковка
надо же было догадаться положить хрупкое шоколадное яйцо с бутылкой геля вместе в полиэтиленовый пакет без доп упаковки ;Упаковка
сам процесс от размещения заказа до его получения прошёл без проблем  товар новый  но оригинальная упаковка была вскрыта  присутствовали 2 наклейки-печати подтверждающие «невскрытый»  вилка для кабеля не нашего стандарта  скорее азиатского  так что ее можно сразу выкинуть  ;Упаковка
сама упаковка товара вскрыта;Упаковка
никакой защитной упаковки у банки не было  пакет  в котором ехали товары  порвался  защитная фольга в самой банке так же оказалась повреждена  в связи с чем в обесцвечивающем порошке было всё: банка  бутылка с оксидом  пакет  даже ячейка в постамате  около 50 граммов порошка высыпалось ;Упаковка
товар плохо упакован  пломба на банке повреждена ;Упаковка
жидкий пластырь упаковка повреждена  разорвана и вскрыта   возможно даже был в употреблении  второй товар в порядке  доставка быстрая только за это ставлю 3  ;Упаковка
жидкое средство разлилось  нужно упаковывать в плёнку во избежание такого ;Упаковка
пленка согнута в середине  отклеилась та часть которая должна быть приклеена к телефону  упаковка не погнута;Упаковка
гель для стирки и кофе были упакованы в одну коробку  открыла коробку  а там гель для стирки сильно пролился  в итоге испачкалась коробка  упаковка от кофе и все было залито гелем  а упаковка кофе в дурочках для аромата  туда тоже попал гель ;Упаковка
очень плохо что нарушена упаковка ;Упаковка
на картинке пакет чёрный  изменился дизайн упаковки? ;Упаковка
пакет с арахисом абсолютно не был заранее и весь арахис рассыпался по упаковке  которая не предназначена для продуктов  не знаю кто в этом виноват  но и есть это теперь нельзя  ;Упаковка
не много протекло из одного флакона  не критично  но упаковывать необходимо понадёжнее ;Упаковка
товар либо плохо упакован  либо им играли в футбол до того  как он попал в пункт выдачи  упаковка со средством для мытья посуды была надорвана  соответственно половина упаковки вытекло  весь остальной товар был в разлитой жидкости для мытья посуды  очень плохо  ;Упаковка
пакет с сухим кормом  вообще не был упакован  ни в коробку  ни в ещё пакеты  вообще ничего  в не понятном состоянии  ;Упаковка
одна из самых худших упаковок что я видел;Упаковка
взяли и обмотали 3 товара скотчем  разъединить их без повреждения нельзя  останутся следы клея  а бумажная часть упаковки наверняка частично оторвется от картона не стала даже пытаться  вернула в том виде  в каком прислали  разматывайте скотч сами ;Упаковка
одна упаковка конфет повреждена  как и сами конфеты;Упаковка
из 6 пачек кофе у 4 нарушена герметичность (мягкие)  упаковали в обычный пакетик (лучше в картонной коробке такой товар отправлять)  и ячейка выбрана впритык - видимо  когда запихивали  могли и повредить пачки ;Упаковка
товар очень плохо упакован;Упаковка
упаковка одной лампы была повреждена  но лампа осталась целой  ;Упаковка
упакован плохо  ;Упаковка
упаковка разрезана и переупакована в ещё один пакет  печалька…;Упаковка
упаковка была деформирована из за чего при открытии вылилась часть крема ;Упаковка
около 100 мл было в упаковочном материале  протекло ;Упаковка
один из товаров повредился при транспортировке  вскрылось моющее средство для посуды  прошу учесть при упаковке товара в дальнейшем;Упаковка
пришел как заявлено  всё в комплекте  телефоном довольны  упакован был хорошо;Упаковка
в нескольких местах верхняя  заводская упаковка порвана  упаковки от я  не было совсем ;Упаковка
плохо упакован было вскрыто;Упаковка
не надо так много упаковки;Упаковка
слишком много упаковки;Упаковка
упаковка товара пробита и в каком то масле ;Упаковка
упаковка повреждена  частично разорвана ;Упаковка
казан шикарен   все соответствует описанию прокладка силиконовая есть  коробка оригинальная присутствует  весь ровный и без царапин   упакован хорошо   еда получается без каких либо посторонних запахов;Упаковка
товар пролился   вся упаковка была мокрая   где то 100 мл тоника пролилось ;Упаковка
товар суммарной стоимостью больше 3 тыс упакован в обычный пакет  неужели нельзя использовать коробку? как результат  3 из 5 коробок с лекарствами для животных ужасно смяты и даже раскрыты  отвратительное отношение к покупателю;Упаковка
упаковка порвана;Упаковка
упаковали средство для мытья посуды вместе с канцелярскими товарами  это недопустимо ;Упаковка
упаковочный пакет был вечь мокрый  неясно  что именно пролилось  было неприятно его забирать  срок доставки неоднркратно переносился;Упаковка
омрачило что картонная упаковка была порвана и из неё торчала часть конуса;Упаковка
ну даёте  упаковка порвана  явно же  что специально такой товар упаковали в коробку  позорище ;Упаковка
оксид был плохо упакован ;Упаковка
герметичность пачки кофе нарушена  хотя сам сорт всем устраивает   повреждение упаковки не лучшим образом сказывается на качестве напитка;Упаковка
упаковка отвратительная ;Упаковка
плохо упакован ;Упаковка
пленка обертки порвана   фирменные пломбы вскрыты  внутри провод зарядки небрежно засунут и вся внутренняя часть упаковки мятая  видны следы эксплуатации  один наушник не работает  наушники не синхронизируется ;Упаковка
первый раз сталкиваюсь с такой доставкой  упаковка повреждена  крышка расколотая отсутствует большая её часть содержимое  естественно  вытекло  в обёрточной упаковке фрагментов крышки не обнаружено  значит товар упаковали уже в таком виде  обескуражен  расстроен  негодую ;Упаковка
плохо упакован  крышка открутилась  часть содержимого вылилось  вся упаковка была мокрая ;Упаковка
вакуумная упаковка повреждена ;Упаковка
вчера получил заказ  открыл конверт  внутри упаковка была порвана  монитор разбит;Упаковка
упаковка повреждена и вскрыта фото приложу в отзыве;Упаковка
упаковка - мягкий пакет  из-за этого помяты углы( ;Упаковка
поскольку почему-то по отмененным товарам оценку по неполучению проставить невозможно  ставлю на повторном заказе  заказ № 145354941 многократно переносился  но мне доставил неприятность даже первый перенос  так как уже из-за первого переноса я не смог в нормальных погодных условиях пприменить товар из заказа  отрицательный эффект от этого невозможно оценить  речь о жизни растения  для котого каждый день был критичным  так что неуд по всем фронтам ;Доставка
к сожалению  изначальная дата доставки была перенесена два раза  что повлекло за собой неудобства  предпочтительнее  если дата доставки будет указываться с учетом возможных переносов  чтобы не вводить в заблуждение покупателя   ;Доставка
три раза переносили дату доставки  одна бутылка была повреждена ;Доставка
очень надеялся на ту дату доставки  что была при оформлении заказа  переносили 8-9 раз  сам же я был без телефона с 4 января  впредь не буду в таких ситуациях заказывать в интернет-магазинах ;Доставка
ужасно  переносят без предупреждения  упаковка помята  будем посмотреть  как работает ;Доставка
в назначенное время товар не пришёл  на вопросы по доставке в тех поддержке не смогли дать внятный ответ по причине задержке либо по переносу даты доставки;Доставка
доставка просто отвратительная все время не совпадает с той датой которую сами же и устанавливаете   потом ещё и переносите доставку и опять не доставляете  ;Доставка
два раза переносили дату поставки товара  не буду рекомендовать сервис;Доставка
ужасный сервис изначально переносят дату после долгого общения с поддержкой товар пришёл но не целиком никогда больше не буду заказывать что либо на    е;Доставка
срок доставки переносился постоянно  вместо 5 01 товар был доставлен 9 01  понятно что праздники  но тогда нужно сразу это оговаривать  ;Доставка
худший сервис  просто какаято адова почта роисси  срок доставки передвинули  о переносе не сообщили  приехал впустую  на следующий день приехал второй раз  а постамат не отдает заказ  техподдержка предлагает ждать 48 часов ответа на заявку  уехал  приехал в третий раз и только в третий приезд забрал заказ расскажу всем знакомым об этом позорище  и больше не закажу с предоплатой  теперь только постоплата  чтобы при проблемах  которые у недо а всё чаще  отказаться от заказа спокойно и это уже были ваши проблемы  а не мои  ;Доставка
доставку переносили два раза  привезли не то  что заказывала  из-за этого вовремя не смогли обработать животных от блох и клещей  пришлось купить препарат ещё раз в другом месте  чтобы вернуть деньги надо сильно заморочиться  ехать на почту  отправлять обратно заказ  мы живём в деревне  это сделать проблематично  короче  хотели сэкономить  а получилось  как всегда ;Доставка
для переноса не совсем удобный ремешок было бы лучше  если бы он был закреплён  у него крепления крутятся на 360';Доставка
когда делаешь заказ одна дата доставки  после оплаты переноситься на месяц позже без предупреждения ;Доставка
дважды получал сообщения о переносе доставки  техподдержка их опровергала ;Доставка
несколько раз переносили доставку  вместо 1 июня привезли ;Доставка
ужасное отношения продавца к покупателю  в течении 5 дней переносы даты доставки  ответ от оператора поддержки более часа   конкретных ответов нет   только отменяйте и не наша забота   ужасный сервис  сталкиваюсь с таким впервые ;Доставка
перенос срока для меня был критичен  в след раз буду внимательнее следить за сроками  не выдерживают - буду отказываться  ;Доставка
2 раза переносился срок доставки  что очень огорчило :с;Доставка
три раза переносили доставку прислали половину не того товара товар весь в грязи ;Доставка
сначала пришло уведомление о переносе доставки  но в итоге привезли;Доставка
за две недели доставку переносили 3 раза  сегодня пришла смс что заказ можно получить  я поехал через весь город в пункт выдачи и был очень удивлен когда в ячейке не оказалось моего товара  что за подстава я не знаю  возврата денег сколько ждать тоже не знаю  что за отношение к своим клиентамя требую вернуть деньги  напишу негативный отзыв везде где только можно;Доставка
привезли поврежденную упаковку  всю мятую и мокрую  доставку переносил продавец  при открытии   один сок был полностью вылит  у второго тоже не плотно была крышка  все липкое и грязное  швепс был упакован хорошо ;Доставка
первоначально дата доставки указывалась 7 января  но потом несколько раз переносилась и в результате вместо получения 7 января  когда заказ был нужен  я получил его 10 января  очень жаль  впечатление испорчено ;Доставка
доставка переносилась два раза  вместо понедельника привезли в четверг ;Доставка
не вовремя привезли  хамство в чате поддержки  предложение отменить оплаченный заказ  ;Товар
товар привезли не вовремя  никто не предупреждает о задержке  нет возможности оплатить в постомате  нет возможности поменять дату и место доставки в текущем заказе  только через отмену  либо выполняйте обязательства  либо добавляйте гибкости ;Товар
почти месяц доставки и то   привезли не вовремя  оформлял 4 вещи теперь за каждой приходится ездить по отдельности   а это 12 км  только в одну сторону   ;Товар
опоздали с поставкой  товар пришел бракованный  вернуть можно только через почту россии  в итоге теперь не знаю как выбрать время  чтобы его вернуть …  деньги  зависли и товара нет…  вот так связался :(;Доставка
заказывал заранее чтобы привезли в срок опоздали  причину опаздания узнал только когда сам обратился в поддержку;Доставка
сначала опоздали на день  потом пришло сообщение  что доставят в течение двух дней  потом исправились и привезли на следующий день  впечатления двойственные;Доставка
заказывал заранее чтобы привезли в срок опоздали  причину опаздания узнал только когда сам обратился в поддержку;Доставка
опоздали и товар не того цвета;Доставка
заказала свечи для торта на день рождения дочери  заказ приехал на день позже назначенного срока  ко дню рождения свечи опоздали  настроение испорчено ;Доставка
опоздали с доставкой  в комплекте не было шнура для зарядки ;Доставка
опоздали со сроками доставки ;Доставка
опоздали очень сильно без предупреждения;Доставка
вместо краски для волос привезли какой-то оксигент  который я не только не заказывала  а не представляю даже для чего он  я заказ ждала месяц  записалась в парикмахерскую  что мне теперь делать с этим оксигентом???;Доставка
вместо четырех упаковок привезли три  ждала месяц когда доставят товар и вот такое ;Доставка
сроки сборки и доставки товара  хотелось чтобы были покороче;Доставка
товар пришел с опозданием на 6 часов  что в случае доставки шприцов  инсулиновых считаю немыслимым  понятно что всегда есть страховочный вариант  но   в случае доставки мед  оборудования   препаратов  аксессуаров -считаю  что сроки должны соблюдаться строго  ;Доставка
не знаю чей косяк  продавца или  а  но товар не тот  съемка срывается  возвращать за 25км от места приема и сроки невероятные;Доставка
мало того что перенесли сроки доставки  так ещё привезли не ту деталь  у меня кашкай рестайлинг  а шлейф привезли для до рейстайлинговой модели  хотя артикул и фото указаны для рестайлинга ;Доставка
заказал и оплатил три датчика  привезли два  возврата денежных средств так и нет  сроки постоянно отодвигаются  сотрудник  который "решает" вопрос - марина (других данных не предоставляют)  сотрудник "горячей линии" максим (звонок 14 08 в 12 49)  поставщик  который отправил два датчика вместо оплаченных трех - ультратрейд ;Доставка
большие сроки доставки товаров;Доставка
при заказе товара были обозначены одни сроки  после оплаты сроки сразу сдвинулись на 2 дня  если бы знала  заказала бы другой лот   этот выбрала исключительно потому  что посулили привезти назавтра  кроме того  обещали к 14:00  а привезли к половине пятого даже в назначенный день  доставило массу  неудобств ;Доставка
нарушены сроки первоначальной доставки   промокод на скидку не прислали   чтобы сгладить негативное впечатление (((( ;Доставка
последнее уведомление о том что заказ будет доставлен было на 12 01 в итогу заказ у меня оказался только 16 01  а я его оформил 08 01  приличная задержка доставки от изначально обещанных  сроки доставки это один из факторов покупки а тут он был не учтён  и я как потребитель считаю что услуга в целом оказана не качественно ;Доставка
задержали на один день  помимо этого привезли наушники  которые не соответствуют характеристикам на сайте ;Доставка
пришло 12 штук в пакете двух вкусов  кокосового вкуса нет  я заказывала 4 коробки  мало того  что доставку задержали  так ещё и привезли не то;Доставка
второй день не возможно отправить возврат  так как фото не загружает ваша программа во-первых  задержали посылку   во-вторых  в коробке была одна игрушка вместо двух  лапка моржа грязная  ребенок расстроен  что не полный комплект  как в описании и на рисунке коробки;Доставка
привезли корм для крупных пород кошек и задержали доставку  видимо на складе не было нужного корма и положили  что нашли;Доставка
привезли вообще не тот товар  изначально задержали доставку  никто не захотел предоставить тот товар  который изначально заказывала ;Доставка
доставку задержали на шесть с половиной часов и доставили только одну единицу товара  вопреки тому  что заказано и оплачено было две ;Доставка
немного задержали доставку  плохая упаковка - порошок рассыпан по коробке - соответственно упаковки щёток  пасты  помады в порошке  гель упаковали в пленку - немного вытек  если бы не пленка была бы беда;Доставка
задержали товар на целые сутки без предупреждения прислали совершено не то что заказывал ;Доставка
а перед этим вообще задержали заказ  так и в итоге вообще не привезли спустя ещё день только деньги вернули  ;Доставка
товар мало того что задержали  забирали в постомате  при вскрытии дома  оказался не тот цвет  был важен именно чёрный цвет хлебопечки  тк вся бытовая техника дома чёрная  без предупреждения положили белую  крайне недовольны ;Доставка
мало того что задержали на два дня  привезли вместо двух одну так и она оказалась не той;Доставка
я в возмущении  мало того  что задержали  так и привезли ещё не то  теперь придется терять время на то  чтобы вернуть покупку назад   обидно ;Доставка
1  доставку задержали на сутки 2  товар из 10 пачек оплаченных прислали только 1 одну пачку  прошу вернуть мне деньги  заказ мне больше не нужен;Доставка
1) задержали доставку на 1 день 2) привезли в 2 раза меньше - согласно карточке в комплект входит 2 шт  я заказал 3 комплекта  но получтл только три рулона из шести  прошу выяснить причину и либо компенсировать  либо довезти остальное как можно скорее  если ошибка в карточке насчет 2 шт в комплекте  то исправляйте и не вводите покупателей в заблуждение ;Доставка
размеры не соответствуют в описании товара  по срокам доставки задержали:пришлось 5 часов ждать ;Доставка
пришёл совершенно другой товар заказывал металлическую миску одного объема  пришла пластиковая и другого объема плюс доставку задержали ;Доставка
мой код открыл 2 ячейки  в одной из них был  мой заказ в полном комплекте  в другой ячейке был чужой заказ с другим номером и на другое имя  я хочу вернуть чужой заказ  но поддержка не работает;Поддержка
постамат не работал  поддержка не помогла ни по телефону  ни в приложении  потерял время и нервы;Поддержка
заказывал одну чёрную одну белую маску  в итоге привезли две белые  а техподдержка некомпетентно приняла решение якобы при заказе нельзя  выбирать разный цвет  только 1   и после чего служба поддержки  завершила диалог по данному вопросу   не уточнив решен ли мой вопрос   мой вопрос не решен   я заказывал 2 отдельных товара разных цветов  а мне 2 товара положили в одну упаковку и то неправильно;Поддержка
постамат глючит  заказ не выдал  ячейка не открывается  приложение пишет  что заказ уже у меня  ужас  и поддержка не отвечает  отстой  ;Поддержка
один гель вытек на 1/3 несла на вытянутой руке  чтоб не испачкать одежду и обувь и провонялись руки хлоркой но кого это волнует? поддержка не реагирует забрала и ладно ;Поддержка
постмат завис  поддержка некомпетентная  ;Поддержка
прислали не тот товар  тех поддержка не решает проблему  максимум предлагает оформить возврат  ;Поддержка
привезли всего 1 бутылку за 206 р  хотя изначально указано набор из 12 штук  чтоб не признавать свой косяк- приписали «цена за 1 товар»  но описание  что это набор не додумались изменить  изначально заказывала именно набор  я пока ещё не выжила из ума  чтоб за 206 р заказывать 1 бутылочку  поддержка неадекватная- то предлагает промокод  то отменяет его  за 206 р мне эти пузыри не нужны  когда в магазине они по 20-30 р  ;Поддержка
пришел только один товар  за 2 товар не хотят возвращать деньги  либо сам товар  скидывают только промокод  который мне не нужен  дальше вопрос этот не решается  поддержка не отвечает ;Поддержка
заказывала 7 позиций   пришло 6  тех  поддержка не отвечает  нет понимание  каким образом  будут возмещать  возместят ли вообще  никто не отвечает ужасный сервис  ;Поддержка
